Date,Salesperson,Region,Product,Units_Sold,Unit_Price
2025-09-28 00:19:02.509541,Charlie,West,Thingama,3,338.92
2025-09-28 00:19:02.509541,Bob,East,Widget,1,261.91
2025-09-29 00:19:02.509541,Bob,West,Doohickey,8,315.09
2025-09-29 00:19:02.509541,Charlie,South,Gadget,24,453.08
2025-09-30 00:19:02.509541,Bob,South,Thingama,16,51.5
2025-10-01 00:19:02.509541,Eva,North,Widget,30,118.96
2025-10-02 00:19:02.509541,Alice,East,Widget,41,390.75
2025-10-02 00:19:02.509541,Eva,West,Doohickey,17,300.65
2025-10-02 00:19:02.509541,David,North,Gadget,17,391.76
2025-10-04 00:19:02.509541,Bob,South,Thingama,38,430.43
2025-10-04 00:19:02.509541,David,West,Widget,22,60.6
2025-10-04 00:19:02.509541,David,North,Widget,47,351.12
2025-10-04 00:19:02.509541,Charlie,West,Widget,36,455.13
2025-10-04 00:19:02.509541,Alice,West,Thingama,46,42.82
2025-10-04 00:19:02.509541,Eva,North,Doohickey,10,279.44
2025-10-04 00:19:02.509541,Charlie,South,Doohickey,11,338.87
2025-10-05 00:19:02.509541,Eva,East,Gadget,33,35.47
2025-10-05 00:19:02.509541,Eva,East,Gadget,49,122.15
2025-10-05 00:19:02.509541,Eva,West,Doohickey,24,330.63
2025-10-05 00:19:02.509541,David,South,Gadget,8,20.74
2025-10-06 00:19:02.509541,David,East,Thingama,27,290.79
2025-10-06 00:19:02.509541,Charlie,South,Gadget,37,309.17
2025-10-07 00:19:02.509541,Bob,West,Thingama,12,228.89
2025-10-07 00:19:02.509541,Alice,North,Gadget,43,85.7
2025-10-07 00:19:02.509541,Alice,North,Gadget,43,226.72
2025-10-07 00:19:02.509541,Charlie,East,Widget,19,275.04
2025-10-08 00:19:02.509541,Alice,East,Gadget,32,118.41
2025-10-08 00:19:02.509541,Eva,South,Doohickey,13,180.28
2025-10-08 00:19:02.509541,Alice,North,Doohickey,45,402.71
2025-10-09 00:19:02.509541,Bob,West,Thingama,49,318.61
2025-10-09 00:19:02.509541,Eva,East,Widget,19,143.1
2025-10-09 00:19:02.509541,Alice,East,Widget,8,385.59
2025-10-10 00:19:02.509541,Alice,North,Doohickey,49,214.89
2025-10-11 00:19:02.509541,Bob,South,Thingama,10,262.35
2025-10-11 00:19:02.509541,Eva,East,Gadget,36,452.18
2025-10-12 00:19:02.509541,Bob,South,Widget,22,415.5
2025-10-12 00:19:02.509541,Charlie,North,Doohickey,20,211.49
2025-10-13 00:19:02.509541,Alice,West,Gadget,13,200.72
2025-10-14 00:19:02.509541,Bob,East,Widget,11,85.91
2025-10-14 00:19:02.509541,Charlie,South,Widget,2,410.48
2025-10-14 00:19:02.509541,Charlie,East,Widget,15,207.18
2025-10-14 00:19:02.509541,Charlie,East,Widget,41,487.92
2025-10-14 00:19:02.509541,Charlie,South,Doohickey,19,210.74
2025-10-14 00:19:02.509541,Bob,South,Thingama,23,46.31
2025-10-15 00:19:02.509541,David,East,Gadget,20,200.03
2025-10-16 00:19:02.509541,Charlie,South,Doohickey,16,93.17
2025-10-16 00:19:02.509541,David,West,Widget,25,102.08
2025-10-16 00:19:02.509541,Alice,North,Doohickey,44,403.47
2025-10-16 00:19:02.509541,David,West,Widget,34,202.01
2025-10-17 00:19:02.509541,Charlie,South,Thingama,11,80.21
2025-10-17 00:19:02.509541,Charlie,West,Widget,3,270.82
2025-10-17 00:19:02.509541,David,East,Widget,3,331.94
2025-10-17 00:19:02.509541,Bob,West,Doohickey,47,94.54
2025-10-17 00:19:02.509541,Alice,South,Widget,26,239.86
2025-10-17 00:19:02.509541,Charlie,South,Widget,4,418.14
2025-10-18 00:19:02.509541,Alice,North,Widget,9,106.36
2025-10-18 00:19:02.509541,David,West,Widget,23,114.1
2025-10-19 00:19:02.509541,Eva,South,Gadget,13,88.63
2025-10-20 00:19:02.509541,Bob,East,Doohickey,3,174.29
2025-10-20 00:19:02.509541,Charlie,North,Gadget,24,328.26
2025-10-21 00:19:02.509541,Charlie,East,Gadget,27,388.66
2025-10-21 00:19:02.509541,Alice,North,Gadget,48,215.4
2025-10-21 00:19:02.509541,Alice,South,Widget,9,212.45
2025-10-21 00:19:02.509541,Alice,South,Doohickey,27,372.14
2025-10-22 00:19:02.509541,Alice,East,Doohickey,1,382.68
2025-10-22 00:19:02.509541,Bob,South,Widget,32,234.97
2025-10-23 00:19:02.509541,Eva,South,Gadget,19,412.48
2025-10-23 00:19:02.509541,David,South,Thingama,17,220.69
2025-10-24 00:19:02.509541,Charlie,West,Thingama,19,433.68
2025-10-24 00:19:02.509541,David,South,Doohickey,34,398.37
2025-10-24 00:19:02.509541,Eva,North,Thingama,46,291.93
2025-10-24 00:19:02.509541,Alice,South,Widget,41,122.7
2025-10-24 00:19:02.509541,Eva,West,Gadget,19,93.24
2025-10-25 00:19:02.509541,Alice,West,Widget,29,40.29
2025-10-25 00:19:02.509541,David,South,Gadget,34,85.31
2025-10-26 00:19:02.509541,Bob,West,Gadget,40,277.88
2025-10-27 00:19:02.509541,David,South,Thingama,20,395.81
2025-10-27 00:19:02.509541,David,South,Widget,20,389.87
2025-10-28 00:19:02.509541,David,East,Doohickey,28,124.57
2025-10-28 00:19:02.509541,Charlie,North,Thingama,13,143.25
2025-10-28 00:19:02.509541,Bob,West,Widget,23,487.16
2025-10-29 00:19:02.509541,Eva,North,Widget,28,99.59
2025-10-30 00:19:02.509541,Eva,West,Doohickey,17,413.58
2025-10-30 00:19:02.509541,Eva,West,Doohickey,17,73.54
2025-10-30 00:19:02.509541,Bob,West,Gadget,5,89.77
2025-10-31 00:19:02.509541,David,West,Thingama,15,200.81
2025-10-31 00:19:02.509541,Eva,South,Gadget,15,49.8
2025-10-31 00:19:02.509541,David,North,Thingama,19,319.87
2025-10-31 00:19:02.509541,Eva,South,Doohickey,29,474.11
2025-10-31 00:19:02.509541,David,West,Doohickey,20,409.32
2025-11-01 00:19:02.509541,Charlie,North,Gadget,38,331.04
2025-11-01 00:19:02.509541,David,West,Widget,7,461.44
2025-11-01 00:19:02.509541,Eva,South,Thingama,14,183.59
2025-11-02 00:19:02.509541,Bob,North,Gadget,24,273.78
2025-11-02 00:19:02.509541,Alice,North,Thingama,45,325.93
2025-11-03 00:19:02.509541,Bob,South,Thingama,44,184.11
2025-11-03 00:19:02.509541,Bob,North,Doohickey,7,42.42
2025-11-03 00:19:02.509541,Alice,East,Gadget,9,10.98
2025-11-03 00:19:02.509541,Alice,East,Gadget,31,331.8
2025-11-03 00:19:02.509541,David,North,Doohickey,5,88.15
2025-11-03 00:19:02.509541,David,South,Thingama,10,490.48
2025-11-04 00:19:02.509541,Alice,East,Doohickey,32,300.49
2025-11-04 00:19:02.509541,Alice,East,Gadget,40,115.2
2025-11-04 00:19:02.509541,Eva,North,Doohickey,1,430.79
2025-11-05 00:19:02.509541,Bob,West,Widget,4,211.48
2025-11-05 00:19:02.509541,Bob,East,Doohickey,1,233.03
2025-11-05 00:19:02.509541,David,South,Thingama,47,270.47
2025-11-05 00:19:02.509541,Eva,North,Gadget,36,377.88
2025-11-05 00:19:02.509541,Alice,East,Doohickey,48,153.27
2025-11-05 00:19:02.509541,David,East,Widget,43,122.62
2025-11-05 00:19:02.509541,Bob,East,Thingama,22,333.16
2025-11-07 00:19:02.509541,Bob,West,Widget,36,495.43
2025-11-07 00:19:02.509541,Bob,North,Gadget,8,455.5
2025-11-07 00:19:02.509541,Alice,East,Gadget,43,304.45
2025-11-08 00:19:02.509541,Charlie,North,Doohickey,29,143.03
2025-11-08 00:19:02.509541,David,South,Doohickey,29,144.87
2025-11-08 00:19:02.509541,Eva,West,Widget,13,113.7
2025-11-09 00:19:02.509541,Eva,North,Doohickey,22,34.31
2025-11-09 00:19:02.509541,David,West,Gadget,49,144.08
2025-11-10 00:19:02.509541,David,South,Thingama,24,67.02
2025-11-10 00:19:02.509541,Alice,West,Doohickey,26,368.43
2025-11-11 00:19:02.509541,Bob,South,Doohickey,35,39.37
2025-11-11 00:19:02.509541,Alice,West,Gadget,17,388.68
2025-11-11 00:19:02.509541,Alice,South,Doohickey,4,103.55
2025-11-11 00:19:02.509541,Bob,South,Widget,23,197.57
2025-11-12 00:19:02.509541,David,West,Doohickey,28,26.5
2025-11-14 00:19:02.509541,Charlie,North,Doohickey,21,243.04
2025-11-14 00:19:02.509541,Charlie,North,Gadget,9,139.67
2025-11-14 00:19:02.509541,Charlie,South,Widget,42,319.4
2025-11-15 00:19:02.509541,David,South,Gadget,26,286.47
2025-11-15 00:19:02.509541,David,East,Widget,29,369.17
2025-11-15 00:19:02.509541,David,South,Gadget,1,88.58
2025-11-15 00:19:02.509541,Bob,South,Widget,19,207.57
2025-11-16 00:19:02.509541,Eva,East,Gadget,34,459.46
2025-11-16 00:19:02.509541,Alice,North,Widget,43,400.16
2025-11-16 00:19:02.509541,David,East,Widget,47,137.24
2025-11-17 00:19:02.509541,David,West,Widget,48,193.53
2025-11-18 00:19:02.509541,David,East,Widget,5,215.62
2025-11-18 00:19:02.509541,Eva,South,Thingama,24,274.75
2025-11-19 00:19:02.509541,Alice,West,Doohickey,45,356.06
2025-11-19 00:19:02.509541,Alice,West,Thingama,19,439.4
2025-11-20 00:19:02.509541,David,East,Gadget,20,206.1
2025-11-20 00:19:02.509541,Alice,North,Doohickey,30,14.89
2025-11-20 00:19:02.509541,Alice,East,Thingama,20,211.54
2025-11-21 00:19:02.509541,Bob,North,Widget,23,20.99
2025-11-21 00:19:02.509541,Bob,East,Gadget,35,356.62
2025-11-21 00:19:02.509541,Bob,West,Widget,35,262.32
2025-11-25 00:19:02.509541,David,North,Doohickey,37,209.8
2025-11-25 00:19:02.509541,Bob,North,Gadget,48,341.42
2025-11-25 00:19:02.509541,Alice,West,Thingama,30,29.67
2025-11-26 00:19:02.509541,Alice,South,Doohickey,36,491.95
2025-11-26 00:19:02.509541,Bob,East,Gadget,36,368.88
2025-11-27 00:19:02.509541,David,South,Gadget,35,339.82
2025-11-27 00:19:02.509541,David,North,Gadget,3,110.12
2025-11-27 00:19:02.509541,David,West,Gadget,35,85.41
2025-11-28 00:19:02.509541,David,North,Gadget,32,401.16
2025-11-28 00:19:02.509541,David,West,Doohickey,11,336.57
2025-11-28 00:19:02.509541,Eva,West,Widget,8,67.6
2025-11-28 00:19:02.509541,David,East,Widget,21,27.11
2025-11-28 00:19:02.509541,David,East,Doohickey,26,255.74
2025-11-29 00:19:02.509541,David,West,Widget,34,371.6
2025-11-29 00:19:02.509541,Alice,East,Widget,13,79.99
2025-11-30 00:19:02.509541,David,North,Doohickey,3,99.07
2025-11-30 00:19:02.509541,Eva,West,Doohickey,34,446.52
2025-11-30 00:19:02.509541,Bob,North,Doohickey,18,165.6
2025-11-30 00:19:02.509541,Bob,North,Widget,3,147.71
2025-11-30 00:19:02.509541,Alice,West,Doohickey,35,24.75
2025-11-30 00:19:02.509541,Alice,North,Thingama,15,270.41
2025-12-01 00:19:02.509541,Alice,East,Doohickey,10,47.72
2025-12-01 00:19:02.509541,David,West,Doohickey,26,400.89
2025-12-01 00:19:02.509541,Bob,South,Widget,39,284.73
2025-12-01 00:19:02.509541,Alice,South,Gadget,49,173.86
2025-12-01 00:19:02.509541,Alice,South,Thingama,36,376.69
2025-12-03 00:19:02.509541,Alice,South,Doohickey,6,150.0
2025-12-03 00:19:02.509541,Alice,West,Widget,38,89.0
2025-12-03 00:19:02.509541,Charlie,South,Doohickey,22,466.95
2025-12-03 00:19:02.509541,David,West,Thingama,12,142.76
2025-12-03 00:19:02.509541,Alice,North,Thingama,23,170.13
2025-12-03 00:19:02.509541,David,South,Thingama,49,483.0
2025-12-03 00:19:02.509541,Charlie,North,Gadget,47,19.38
2025-12-04 00:19:02.509541,Bob,South,Gadget,19,130.86
2025-12-05 00:19:02.509541,Alice,West,Doohickey,10,428.94
2025-12-05 00:19:02.509541,Charlie,North,Widget,19,203.63
2025-12-05 00:19:02.509541,Charlie,North,Thingama,19,95.81
2025-12-06 00:19:02.509541,Eva,North,Thingama,45,95.58
2025-12-06 00:19:02.509541,Eva,North,Thingama,36,442.63
2025-12-06 00:19:02.509541,Eva,North,Gadget,20,315.12
2025-12-06 00:19:02.509541,Eva,East,Doohickey,17,317.39
2025-12-06 00:19:02.509541,Bob,East,Gadget,11,301.65
2025-12-07 00:19:02.509541,Eva,South,Widget,49,19.39
2025-12-07 00:19:02.509541,Charlie,East,Gadget,23,128.34
2025-12-07 00:19:02.509541,Alice,East,Gadget,21,404.8
2025-12-07 00:19:02.509541,Alice,South,Thingama,41,61.88
2025-12-08 00:19:02.509541,Bob,West,Doohickey,26,115.31
2025-12-08 00:19:02.509541,Eva,North,Doohickey,49,357.3
2025-12-08 00:19:02.509541,Eva,North,Gadget,10,343.02
2025-12-08 00:19:02.509541,David,South,Thingama,41,296.02
2025-12-09 00:19:02.509541,David,West,Thingama,8,68.99
2025-12-09 00:19:02.509541,David,North,Widget,38,255.18
2025-12-09 00:19:02.509541,Bob,South,Gadget,32,386.6
2025-12-10 00:19:02.509541,Charlie,West,Doohickey,9,71.49
2025-12-10 00:19:02.509541,David,East,Widget,2,239.16
2025-12-10 00:19:02.509541,Eva,West,Widget,23,34.67
2025-12-10 00:19:02.509541,Eva,East,Gadget,23,215.44
2025-12-10 00:19:02.509541,Eva,West,Doohickey,6,420.19
2025-12-11 00:19:02.509541,Charlie,West,Doohickey,7,60.39
2025-12-11 00:19:02.509541,Eva,West,Thingama,48,345.09
2025-12-12 00:19:02.509541,Eva,West,Thingama,38,124.33
2025-12-12 00:19:02.509541,David,East,Doohickey,31,393.82
2025-12-12 00:19:02.509541,Bob,North,Doohickey,46,249.8
2025-12-12 00:19:02.509541,Eva,West,Widget,5,221.3
2025-12-12 00:19:02.509541,Charlie,North,Doohickey,42,218.94
2025-12-13 00:19:02.509541,Eva,South,Widget,14,232.83
2025-12-13 00:19:02.509541,Alice,East,Thingama,14,37.25
2025-12-14 00:19:02.509541,Alice,North,Thingama,15,467.87
2025-12-14 00:19:02.509541,Alice,North,Thingama,31,173.48
2025-12-14 00:19:02.509541,Alice,North,Thingama,15,364.14
2025-12-14 00:19:02.509541,Eva,West,Doohickey,10,442.45
2025-12-14 00:19:02.509541,David,West,Thingama,2,94.13
2025-12-16 00:19:02.509541,David,North,Thingama,4,147.99
2025-12-16 00:19:02.509541,David,East,Gadget,1,113.06
2025-12-16 00:19:02.509541,Charlie,South,Widget,43,373.7
2025-12-16 00:19:02.509541,Bob,North,Doohickey,27,403.38
2025-12-16 00:19:02.509541,Alice,South,Widget,22,128.33
2025-12-16 00:19:02.509541,Eva,East,Doohickey,18,50.93
2025-12-16 00:19:02.509541,Alice,North,Gadget,48,121.0
2025-12-16 00:19:02.509541,Bob,North,Widget,32,247.15
2025-12-17 00:19:02.509541,Eva,South,Widget,5,378.36
2025-12-18 00:19:02.509541,Eva,West,Widget,45,240.77
2025-12-18 00:19:02.509541,David,North,Doohickey,30,29.3
2025-12-19 00:19:02.509541,Charlie,South,Thingama,49,250.64
2025-12-19 00:19:02.509541,Bob,North,Widget,35,483.22
2025-12-19 00:19:02.509541,Alice,East,Widget,1,168.92
2025-12-20 00:19:02.509541,Alice,East,Thingama,8,293.86
2025-12-20 00:19:02.509541,Alice,North,Thingama,36,238.49
2025-12-20 00:19:02.509541,Eva,East,Thingama,2,89.07
2025-12-21 00:19:02.509541,David,West,Doohickey,32,398.97
2025-12-21 00:19:02.509541,Alice,West,Doohickey,35,80.07
2025-12-21 00:19:02.509541,David,North,Thingama,22,360.4
2025-12-22 00:19:02.509541,David,North,Doohickey,6,293.13
2025-12-22 00:19:02.509541,Bob,East,Thingama,16,83.13
2025-12-22 00:19:02.509541,David,West,Gadget,29,183.9
2025-12-22 00:19:02.509541,Eva,North,Doohickey,13,232.46
2025-12-22 00:19:02.509541,Bob,North,Widget,7,379.4
2025-12-23 00:19:02.509541,Alice,East,Widget,49,331.64
2025-12-23 00:19:02.509541,David,North,Doohickey,47,350.37
2025-12-23 00:19:02.509541,Bob,North,Doohickey,39,202.52
2025-12-24 00:19:02.509541,Alice,North,Widget,17,397.86
2025-12-25 00:19:02.509541,Charlie,South,Widget,49,205.76
2025-12-25 00:19:02.509541,Alice,North,Widget,2,396.75
2025-12-25 00:19:02.509541,Eva,West,Gadget,39,183.79
2025-12-25 00:19:02.509541,Alice,South,Widget,42,255.63
2025-12-26 00:19:02.509541,David,South,Widget,17,136.71
2025-12-26 00:19:02.509541,Alice,West,Thingama,22,275.46
2025-12-27 00:19:02.509541,David,West,Widget,16,442.03
2025-12-29 00:19:02.509541,Charlie,South,Widget,40,40.57
2025-12-29 00:19:02.509541,Alice,North,Widget,6,132.34
2025-12-30 00:19:02.509541,Eva,West,Doohickey,29,410.32
2025-12-30 00:19:02.509541,Alice,North,Doohickey,28,49.98
2025-12-30 00:19:02.509541,Alice,East,Thingama,30,111.7
2025-12-30 00:19:02.509541,Charlie,East,Doohickey,48,79.2
2025-12-30 00:19:02.509541,David,West,Doohickey,5,51.22
2025-12-30 00:19:02.509541,Eva,West,Doohickey,21,412.7
2026-01-01 00:19:02.509541,Charlie,West,Thingama,33,295.79
2026-01-01 00:19:02.509541,Charlie,South,Thingama,10,290.28
2026-01-01 00:19:02.509541,Eva,West,Gadget,33,93.76
2026-01-01 00:19:02.509541,Bob,West,Thingama,13,196.08
2026-01-02 00:19:02.509541,David,East,Gadget,5,161.15
2026-01-02 00:19:02.509541,Eva,South,Gadget,43,377.63
2026-01-02 00:19:02.509541,Eva,West,Gadget,18,116.92
2026-01-03 00:19:02.509541,Alice,West,Gadget,6,279.83
2026-01-03 00:19:02.509541,Alice,North,Gadget,12,366.9
2026-01-04 00:19:02.509541,David,North,Widget,41,485.16
2026-01-04 00:19:02.509541,David,West,Gadget,13,414.45
2026-01-04 00:19:02.509541,Charlie,South,Widget,5,90.99
2026-01-04 00:19:02.509541,David,South,Widget,46,128.35
2026-01-04 00:19:02.509541,Bob,South,Gadget,47,222.58
2026-01-04 00:19:02.509541,Charlie,North,Widget,37,347.14
2026-01-04 00:19:02.509541,Alice,East,Gadget,42,352.48
2026-01-05 00:19:02.509541,David,South,Thingama,36,360.23
2026-01-05 00:19:02.509541,Eva,South,Thingama,17,37.53
2026-01-05 00:19:02.509541,Alice,North,Gadget,21,380.95
2026-01-05 00:19:02.509541,David,North,Doohickey,27,155.67
2026-01-05 00:19:02.509541,Eva,East,Doohickey,28,259.83
2026-01-05 00:19:02.509541,Charlie,South,Doohickey,25,183.91
2026-01-06 00:19:02.509541,Eva,West,Widget,18,400.0
2026-01-06 00:19:02.509541,David,South,Doohickey,16,170.05
2026-01-06 00:19:02.509541,Bob,West,Thingama,28,29.08
2026-01-07 00:19:02.509541,Alice,North,Widget,1,317.93
2026-01-07 00:19:02.509541,Charlie,East,Doohickey,10,404.66
2026-01-07 00:19:02.509541,Eva,East,Doohickey,33,139.39
2026-01-08 00:19:02.509541,Alice,South,Widget,41,214.66
2026-01-08 00:19:02.509541,Charlie,South,Widget,7,25.55
2026-01-09 00:19:02.509541,Charlie,North,Gadget,29,324.34
2026-01-09 00:19:02.509541,Alice,East,Widget,29,43.83
2026-01-09 00:19:02.509541,Bob,West,Gadget,2,182.1
2026-01-10 00:19:02.509541,Bob,East,Doohickey,32,126.69
2026-01-10 00:19:02.509541,Alice,South,Widget,7,468.78
2026-01-11 00:19:02.509541,Charlie,West,Doohickey,6,29.24
2026-01-11 00:19:02.509541,Eva,East,Widget,22,12.6
2026-01-11 00:19:02.509541,David,South,Widget,39,412.14
2026-01-11 00:19:02.509541,Bob,North,Thingama,12,101.98
2026-01-11 00:19:02.509541,Alice,West,Gadget,32,467.81
2026-01-12 00:19:02.509541,Charlie,North,Thingama,29,423.89
2026-01-12 00:19:02.509541,Bob,West,Doohickey,7,341.7
2026-01-13 00:19:02.509541,Eva,East,Gadget,16,354.05
2026-01-14 00:19:02.509541,David,North,Doohickey,47,249.04
2026-01-14 00:19:02.509541,Eva,East,Doohickey,19,435.52
2026-01-15 00:19:02.509541,Charlie,East,Doohickey,41,498.12
2026-01-16 00:19:02.509541,Eva,East,Thingama,19,424.97
2026-01-16 00:19:02.509541,Alice,East,Thingama,47,257.76
2026-01-16 00:19:02.509541,Charlie,North,Widget,40,421.2
2026-01-16 00:19:02.509541,Charlie,South,Thingama,40,92.07
2026-01-16 00:19:02.509541,Charlie,North,Thingama,47,403.86
2026-01-16 00:19:02.509541,Alice,East,Thingama,25,192.83
2026-01-17 00:19:02.509541,Charlie,West,Doohickey,1,15.04
2026-01-17 00:19:02.509541,Bob,North,Widget,41,160.82
2026-01-19 00:19:02.509541,Charlie,East,Widget,13,341.15
2026-01-19 00:19:02.509541,David,East,Doohickey,35,449.98
2026-01-20 00:19:02.509541,Bob,West,Gadget,38,66.54
2026-01-20 00:19:02.509541,Charlie,South,Thingama,44,455.03
2026-01-20 00:19:02.509541,Alice,South,Doohickey,24,499.78
2026-01-20 00:19:02.509541,David,South,Widget,13,13.13
2026-01-20 00:19:02.509541,Eva,West,Doohickey,20,267.12
2026-01-21 00:19:02.509541,Alice,West,Gadget,49,365.25
2026-01-22 00:19:02.509541,Eva,North,Doohickey,15,340.09
2026-01-23 00:19:02.509541,Eva,North,Gadget,40,122.5
2026-01-23 00:19:02.509541,Alice,West,Doohickey,3,137.52
2026-01-23 00:19:02.509541,Charlie,North,Doohickey,38,191.85
2026-01-23 00:19:02.509541,Eva,North,Thingama,8,247.42
2026-01-24 00:19:02.509541,Alice,West,Widget,8,170.81
2026-01-24 00:19:02.509541,Bob,South,Doohickey,44,249.92
2026-01-25 00:19:02.509541,Eva,South,Thingama,10,108.75
2026-01-25 00:19:02.509541,Eva,South,Thingama,45,486.96
2026-01-25 00:19:02.509541,Eva,South,Doohickey,5,419.12
2026-01-25 00:19:02.509541,Charlie,North,Doohickey,26,140.09
2026-01-26 00:19:02.509541,Charlie,East,Widget,41,434.39
2026-01-26 00:19:02.509541,David,South,Doohickey,42,272.42
2026-01-27 00:19:02.509541,Charlie,East,Gadget,24,90.56
2026-01-27 00:19:02.509541,Bob,West,Gadget,34,494.83
2026-01-27 00:19:02.509541,Bob,West,Widget,30,398.17
2026-01-29 00:19:02.509541,David,North,Widget,47,465.28
2026-01-29 00:19:02.509541,Bob,East,Widget,29,404.77
2026-01-29 00:19:02.509541,Bob,West,Widget,17,348.53
2026-01-29 00:19:02.509541,Eva,North,Gadget,9,227.52
2026-01-29 00:19:02.509541,David,West,Thingama,44,95.01
2026-01-29 00:19:02.509541,Eva,East,Thingama,27,117.17
2026-01-30 00:19:02.509541,Alice,East,Thingama,33,192.36
2026-01-31 00:19:02.509541,Eva,South,Gadget,38,246.76
2026-01-31 00:19:02.509541,Eva,West,Gadget,35,179.09
2026-02-01 00:19:02.509541,Alice,South,Widget,9,91.22
2026-02-01 00:19:02.509541,Alice,East,Widget,47,272.61
2026-02-01 00:19:02.509541,Bob,North,Thingama,42,29.63
2026-02-01 00:19:02.509541,Eva,West,Doohickey,44,321.82
2026-02-01 00:19:02.509541,Eva,South,Doohickey,32,371.34
2026-02-02 00:19:02.509541,Bob,West,Gadget,43,441.68
2026-02-02 00:19:02.509541,Bob,North,Gadget,19,276.66
2026-02-03 00:19:02.509541,Alice,North,Gadget,3,89.07
2026-02-03 00:19:02.509541,David,North,Widget,42,220.24
2026-02-03 00:19:02.509541,Alice,North,Doohickey,6,44.35
2026-02-04 00:19:02.509541,Eva,West,Gadget,41,134.1
2026-02-04 00:19:02.509541,Bob,North,Widget,45,443.45
2026-02-04 00:19:02.509541,David,North,Widget,12,30.54
2026-02-04 00:19:02.509541,Bob,West,Doohickey,3,471.43
2026-02-04 00:19:02.509541,Charlie,North,Doohickey,29,14.1
2026-02-05 00:19:02.509541,Charlie,South,Doohickey,4,42.62
2026-02-05 00:19:02.509541,Charlie,West,Gadget,29,144.89
2026-02-05 00:19:02.509541,Alice,North,Thingama,31,498.62
2026-02-05 00:19:02.509541,Charlie,North,Gadget,26,360.86
2026-02-06 00:19:02.509541,Alice,South,Doohickey,10,176.8
2026-02-06 00:19:02.509541,Alice,West,Doohickey,44,414.6
2026-02-06 00:19:02.509541,Eva,South,Widget,33,305.2
2026-02-07 00:19:02.509541,Charlie,North,Thingama,11,192.54
2026-02-07 00:19:02.509541,Eva,East,Thingama,27,467.27
2026-02-07 00:19:02.509541,David,South,Doohickey,19,160.54
2026-02-07 00:19:02.509541,Charlie,North,Widget,32,47.63
2026-02-07 00:19:02.509541,Bob,West,Doohickey,12,351.6
2026-02-09 00:19:02.509541,Bob,South,Gadget,8,403.29
2026-02-09 00:19:02.509541,Charlie,North,Widget,19,221.34
2026-02-09 00:19:02.509541,Alice,South,Widget,15,146.4
2026-02-10 00:19:02.509541,Charlie,East,Thingama,38,351.25
2026-02-10 00:19:02.509541,Bob,South,Thingama,44,464.81
2026-02-10 00:19:02.509541,Eva,East,Thingama,25,424.11
2026-02-10 00:19:02.509541,Alice,East,Widget,17,316.41
2026-02-10 00:19:02.509541,Charlie,West,Gadget,39,309.8
2026-02-11 00:19:02.509541,Charlie,West,Doohickey,29,436.63
2026-02-11 00:19:02.509541,Alice,East,Doohickey,31,383.6
2026-02-13 00:19:02.509541,Bob,West,Widget,27,104.78
2026-02-13 00:19:02.509541,Bob,North,Widget,1,156.97
2026-02-14 00:19:02.509541,David,South,Thingama,47,349.12
2026-02-14 00:19:02.509541,Bob,East,Doohickey,1,367.1
2026-02-15 00:19:02.509541,Charlie,North,Doohickey,35,414.12
2026-02-15 00:19:02.509541,Alice,North,Gadget,24,470.14
2026-02-15 00:19:02.509541,Eva,South,Widget,36,151.83
2026-02-15 00:19:02.509541,Eva,North,Thingama,7,469.88
2026-02-16 00:19:02.509541,Bob,East,Doohickey,4,381.77
2026-02-17 00:19:02.509541,David,North,Widget,1,362.18
2026-02-19 00:19:02.509541,Bob,South,Thingama,41,169.39
2026-02-20 00:19:02.509541,David,South,Gadget,4,425.22
2026-02-21 00:19:02.509541,Eva,West,Gadget,21,282.53
2026-02-21 00:19:02.509541,David,East,Doohickey,3,360.21
2026-02-22 00:19:02.509541,David,North,Widget,35,151.09
2026-02-22 00:19:02.509541,David,East,Thingama,12,203.34
2026-02-22 00:19:02.509541,Eva,West,Doohickey,38,307.8
2026-02-23 00:19:02.509541,Eva,South,Thingama,28,456.2
2026-02-23 00:19:02.509541,David,West,Thingama,41,206.92
2026-02-24 00:19:02.509541,Bob,South,Doohickey,25,473.91
2026-02-24 00:19:02.509541,Eva,West,Gadget,2,310.27
2026-02-24 00:19:02.509541,Eva,West,Thingama,44,127.86
2026-02-24 00:19:02.509541,Charlie,North,Thingama,28,155.22
2026-02-25 00:19:02.509541,Alice,West,Doohickey,13,350.04
2026-02-25 00:19:02.509541,Eva,East,Widget,2,499.46
2026-02-25 00:19:02.509541,Charlie,North,Doohickey,25,321.61
2026-02-25 00:19:02.509541,Eva,West,Doohickey,10,177.53
2026-02-25 00:19:02.509541,Alice,North,Thingama,45,73.74
2026-02-26 00:19:02.509541,Alice,North,Gadget,45,177.9
2026-02-26 00:19:02.509541,Eva,South,Thingama,27,310.85
2026-02-27 00:19:02.509541,David,North,Thingama,40,143.28
2026-02-27 00:19:02.509541,Eva,East,Doohickey,14,98.78
2026-02-27 00:19:02.509541,Charlie,East,Doohickey,28,51.7
2026-02-28 00:19:02.509541,Eva,East,Widget,29,64.11
2026-02-28 00:19:02.509541,David,North,Gadget,6,393.16
2026-03-01 00:19:02.509541,Charlie,North,Widget,8,88.51
2026-03-01 00:19:02.509541,Eva,South,Widget,41,440.8
2026-03-01 00:19:02.509541,Bob,West,Gadget,46,215.12
2026-03-02 00:19:02.509541,Alice,South,Doohickey,4,328.17
